device_type,device_id,aircraft_model,registration,cn,tracked,identified,aircraft_type
O,0CCBA8,Paraglider,,SL2,Y,Y,6
O,0CCEF1,LAK-12,HA4464,,Y,Y,1
F,0CCF3E,DR-400,F-GBVV,VV,Y,Y,2
O,0CD9E8,L-Spatz 55,HA4350,,Y,Y,1
F,0CEF20,Astir Jeans,G-CFSH,LP,Y,Y,1
F,0CEF34,Paraglider,Jack,JAM,Y,Y,6
O,0CEF80,Cirrus Std,OK-9434,MJ,Y,Y,1
F,0CFFFF,Cessna 208,F-HANM,,Y,Y,2
F,0D0037,Kestrel,D-0037,SM,Y,Y,1
F,0D0256,SZD-50 Puchacz,D-6619,,Y,Y,1
F,0D0466,ASK-13,D-0466,,Y,Y,1
F,0D2950,LS-6 18WJ,D-2950,1R,Y,Y,1
O,0D2B3C,VSO-10,OM-8517,72,Y,Y,1
O,0D2BB0,Unknown,,,Y,Y,6
O,0D2D60,Ka-8,HA-4002,ALX,Y,Y,1
O,0D2DA0,Ground Station,ELTN05,,Y,Y,6
F,0D2E14,Unknown,SftRF01,000,Y,Y,6
O,0D2ED9,Maule M-7-235,,AGA,Y,Y,2
O,0D2EF6,Paraglider,AB893,CsN,Y,Y,6
F,0D3528,LS-4,D-3528,3V,Y,Y,1
I,0D3608,,,,Y,N,6
O,0D3724,Maule M-7-235,HB-KEN,HB,Y,Y,2
F,0D3856,Grunau Baby,D-3856,,Y,Y,1
O,0D38D4,Blanik,OK-KL08,KL8,Y,Y,1
O,0D3CB0,Cirrus Std,OK4740,FD,Y,Y,1
F,0D4172,SF-34,D-4172,,Y,Y,1
F,0D4253,A380,RESERV,,Y,Y,1
F,0D5337,LS-7,D-5337,W7,Y,Y,1
F,0D5496,Discus 2,D-5496,,Y,Y,1
O,0D5718,Paraglider,FW413,KCS,Y,Y,6
F,0D5729,DG-300,D-5729,FX,Y,Y,1
F,0D59C8,TL-2000 Sting,LZDRI,,Y,Y,3
F,0D5A38,Paraglider,BT9023,,Y,Y,6
F,0D5AB8,Paraglider,BT9023,,Y,Y,6
F,0D6510,DG-1000,D-6510,,Y,Y,1
F,0D6511,LS-4,D-6511,2M,Y,Y,1
F,0D6559,LS-1 f,0D6559,2P,Y,Y,1
F,0D7039,Ka-2,D-7039,,Y,Y,1
F,0D7334,LS-1 f,D-7334,34,Y,Y,1
F,0D7503,L-Spatz 55,D-7503,,Y,Y,1
F,0D7619,Duo Discus,D-4824,DR,Y,Y,1
F,0D8087,Twin Astir II,D-8087,87,Y,Y,1
F,0D9442,Kestrel,D-9442,k2M,Y,Y,1
F,0D9821,ASK-21,D-9821,IDA,Y,Y,1
O,0DA270,Ground Station,MB,MB,Y,Y,6
O,0DA2AC,Unknown,DarianJ,DJ,Y,Y,6
O,0DA2CC,Cessna 150,OM-ACC,CG,Y,Y,2
F,0DA2D0,Flight Design CTSW,I-D477,,Y,Y,3
O,0DA2F4,Unknown,Pixma,,Y,Y,6
O,0DA52C,Ground Station,GVLEPO2,GV2,Y,Y,6
O,0DA754,Ground Station,ELTN06,,Y,Y,6
O,0DA9D8,Ka-8,HA-4021,021,Y,Y,1
F,0DD836,ASK-21,,22,Y,Y,1
F,0DDE4B,Astir CS,G-CKBD,KBD,Y,Y,1
F,0DEC3C,ASK-21,D-1221,21,Y,Y,1
O,0E23B0,Ultralight,Kolb,123,Y,Y,3
O,0F3214,Zlin 526F,OM-ERS,ERS,Y,Y,2
O,0F8A31,Ultralight,OKRUL96,L96,Y,Y,3
O,0FA684,Ultralight,F-JJXH,XH,Y,Y,3
O,0FD542,Paraglider,SZ-823,823,Y,Y,6
O,100013,Paraglider,ChrisCS,88a,Y,Y,6
F,100029,Paraglider,,,Y,Y,6
O,100052,Paraglider,D-NPRS,954,Y,Y,6
O,1000A0,Paraglider,7153-BP,BPN,Y,Y,6
F,100661,Paraglider,,,Y,Y,6
F,10154A,Motorplane,HB-TCP,,Y,Y,2
F,102030,LS-8a,PH-1047,SR,Y,Y,1
F,104280,LS-1 f,D2254,HR,Y,Y,1
O,105632,ASW-15,OK-2076,AM,Y,Y,1
O,10CD15,Ultralight,I-4568,00,Y,Y,3
I,10EB2E,JS-1 C18 Evo,ZSGBB,ZB,Y,Y,1
F,110005,Paraglider,,,Y,Y,6
F,110007,Paraglider,BDW,,Y,Y,6
F,110008,,,,Y,N,6
F,11000B,Paraglider,airbjor,bjg,Y,Y,6
F,11000C,Paraglider,Peak4,Nk,Y,Y,6
F,110010,Paraglider,35314,pip,Y,Y,6
F,11001A,Paraglider,D-MWCK,,Y,Y,6
F,11001D,Paraglider,,,Y,Y,6
F,11001E,Paraglider,SUn3,,Y,Y,6
F,11001F,Paraglider,Paul,PN,Y,Y,6
F,110024,Paraglider,SUn2,,Y,Y,6
O,110026,Paraglider,CH22856,,Y,Y,6
F,11002F,Paraglider,Sven,SSc,Y,Y,6
F,110049,,,,Y,N,6
F,110058,Paraglider,RICH-C,RJC,Y,Y,6
F,110059,Paraglider,CH13949,NoS,Y,Y,6
F,11005B,Paraglider,FDA2,,Y,Y,6
F,110063,Paraglider,,,Y,Y,6
F,110065,Paraglider,CH46795,BeK,Y,Y,6
F,110066,Paraglider,CH13903,DaB,Y,Y,6
O,11006A,Paraglider,ch52856,FrS,Y,Y,6
F,110070,Paraglider,CH9164,ToW,Y,Y,6
F,110071,Paraglider,5385 SS,,Y,Y,6
F,110078,Paraglider,CH42893,ChM,Y,Y,6
F,11008C,Paraglider,Karin,Kar,Y,Y,6
F,11008D,Paraglider,11008D,,Y,Y,6
F,110096,Paraglider,DaniloB,DaB,Y,Y,6
F,110099,Paraglider,Wolf,WAK,Y,Y,6
F,11009D,Paraglider,Bru,Bru,Y,Y,6
F,11009E,Paraglider,34,,Y,Y,6
F,11009F,Paraglider,12749,SGL,Y,Y,6
O,1100AA,Paraglider,CH32358,DoS,Y,Y,6
F,1100B1,Paraglider,JuRo,jro,Y,Y,6
F,1100B2,Paraglider,7493,,Y,Y,6
O,1100C0,Paraglider,R. Zorn,RZo,Y,Y,6
F,1100C2,Paraglider,YetiSam,Sam,Y,Y,6
F,1100C5,Paraglider,RaMu,,Y,Y,6
F,1100CB,Paraglider,53441,,Y,Y,6
O,1100CE,Paraglider,RaCe,RaC,Y,Y,6
F,1100CF,Paraglider,Simon S,SiS,Y,Y,6
F,1100E4,Paraglider,49984,ChF,Y,Y,6
F,1100E8,Paraglider,Some1,AnB,Y,Y,6
F,1100EC,Paraglider,Andy,And,Y,Y,6
F,1100EF,Paraglider,,hjb,Y,Y,6
F,1100F8,Paraglider,FranzDo,FDo,Y,Y,6
F,1100F9,Paraglider,ORLO,ORL,Y,Y,6
F,1100FB,Paraglider,DKeidel,DKE,Y,Y,6
F,1100FC,Paraglider,D-NNAV,,Y,Y,6
F,1100FF,Paraglider,xxxxx,ThH,Y,Y,6
O,110106,Paraglider,CH32358,fNk,Y,Y,6
F,110108,Paraglider,Bernd S,Sch,Y,Y,6
F,110117,Paraglider,ClemRP,270,Y,Y,6
F,11011E,Paraglider,FLYOVER,20P,Y,Y,6
F,11012E,Paraglider,53841,SAS,Y,Y,6
O,110136,Paraglider,CH45095,SyB,Y,Y,6
F,110137,Arcus M,35917,,Y,Y,1
F,110141,Paraglider,49028,EB,Y,Y,6
F,110151,Paraglider,IOTA2,,Y,Y,6
F,11015C,Paraglider,52882,PAT,Y,Y,6
F,110165,Paraglider,Stolli,,Y,Y,6
F,110168,Paraglider,Boris,BW,Y,Y,6
F,110169,Paraglider,110169,,Y,Y,6
F,11016D,Mustang (UL),D-MSIF,,Y,Y,3
F,11017C,Paraglider,dimi89,dk,Y,Y,6
F,11017D,Paraglider,RLiners,,Y,Y,6
F,110182,Paraglider,1101MD,,Y,Y,6
F,110186,Paraglider,23197,,Y,Y,6
F,11018A,Paraglider,39426,N_S,Y,Y,6
F,1101A5,Paraglider,OE-6801,,Y,Y,6
F,1101A8,Paraglider,andy_r,,Y,Y,6
F,1101A9,HangGlider,Gordo,,Y,Y,6
F,1101AB,Paraglider,53097,,Y,Y,6
F,1101C0,Paraglider,OZONE,D3,Y,Y,6
F,1101C1,Paraglider,,,Y,Y,6
F,1101C8,Paraglider,JuMu,,Y,Y,6
F,1101CB,Paraglider,KIPFI,,Y,Y,6
F,1101CE,Paraglider,,,Y,Y,6
F,1101D4,Paraglider,LAD,,Y,Y,6
F,1101D5,Paraglider,Dresel,GeD,Y,Y,6
F,1101D6,Paraglider,52770,,Y,Y,6
F,1101E0,Paraglider,KoNy,KM,Y,Y,6
F,1101E3,Paraglider,,,Y,Y,6
F,1101E6,Paraglider,49483,,Y,Y,6
F,1101EB,Paraglider,43061,Tom,Y,Y,6
F,110202,Paraglider,MaU,MaU,Y,Y,6
O,110203,Paraglider,IOTA_2,JB,Y,Y,6
F,110207,Paraglider,DMZZN,007,Y,Y,6
F,11020D,Paraglider,Tupath,,Y,Y,6
F,11020F,Paraglider,11020F,,Y,Y,6
F,110210,Diamant,D-MIPP,,Y,Y,1
F,110213,HangGlider,JuerRue,JUR,Y,Y,6
F,110229,Paraglider,Andreas,ALE,Y,Y,6
F,110238,Paraglider,,,Y,Y,6
F,110244,HangGlider,MaWe,MaW,Y,Y,6
F,110248,Paraglider,KLMA,,Y,Y,6
F,110255,Paraglider,Peter S,PSi,Y,Y,6
F,110257,Paraglider,Peter M,PMI,Y,Y,6
F,110258,Paraglider,KBW,,Y,Y,6
F,11025A,Paraglider,,,Y,Y,6
O,11025C,,,,Y,N,6
F,110264,Paraglider,28947,,Y,Y,6
O,110265,Paraglider,Murphy,MPY,Y,Y,6
F,110269,Paraglider,3469 MR,MR1,Y,Y,6
O,11026D,Paraglider,JERG,,Y,Y,6
F,110278,Paraglider,fiaskog,Kai,Y,Y,6
F,110280,Paraglider,Heinz,Erb,Y,Y,6
F,110281,Paraglider,SHV9730,TOM,Y,Y,6
F,110282,Paraglider,CH38848,Adi,Y,Y,6
F,110284,Paraglider,48651,Urs,Y,Y,6
F,110285,Paraglider,CC1,,Y,Y,6
F,110298,Cirrus Std,XQN,C13,Y,Y,1
F,110299,Paraglider,Utz,URW,Y,Y,6
F,1102A5,Paraglider,FO,A5,Y,Y,6
F,1102A6,Paraglider,tvo,tvo,Y,Y,6
F,1102A7,Paraglider,NGunkel,NGU,Y,Y,6
F,1102AE,Paraglider,Tim Bek,TMB,Y,Y,6
F,1102AF,Paraglider,Alex,ARE,Y,Y,6
F,1102B8,Paraglider,50165,,Y,Y,6
F,1102BD,Paraglider,paralex,,Y,Y,6
F,1102C1,Paraglider,T.Elste,ToE,Y,Y,6
F,1102C9,Paraglider,,,Y,Y,6
O,1102DB,Paraglider,WDP,,Y,Y,6
F,1102DD,Paraglider,OMP590,,Y,Y,6
F,1102E5,Paraglider,RonnyS,309,Y,Y,6
F,1102E7,Paraglider,,,Y,Y,6
F,1102EA,Paraglider,Ecki,,Y,Y,6
F,1102F0,HangGlider,Mi.Mo,mmo,Y,Y,6
F,1102F1,Paraglider,Thomas,TRO,Y,Y,6
F,1102F3,Paraglider,Juergen,JGO,Y,Y,6
F,1102F7,Paraglider,D-NCDP,,Y,Y,6
F,1102F8,Paraglider,LARSKI,,Y,Y,6
O,1102FB,Paraglider,Nom,Nom,Y,Y,6
F,110300,Paraglider,GeorgSF,GSF,Y,Y,6
F,110308,Paraglider,-,JuV,Y,Y,6
F,110311,Paraglider,Thomas,THW,Y,Y,6
O,110315,Paraglider,FuFritz,488,Y,Y,6
F,110318,Paraglider,JensR,JR,Y,Y,6
F,11031B,Paraglider,D-NCOE,380,Y,Y,6
F,110320,HangGlider,56758,,Y,Y,6
F,110330,Paraglider,DNSLA,SLA,Y,Y,6
F,110331,Paraglider,Joggi,,Y,Y,6
F,110338,Paraglider,DG0606,PCS,Y,Y,6
F,110339,Paraglider,ChDaus,CDA,Y,Y,6
F,11033A,Paraglider,H5Maikl,H5M,Y,Y,6
F,11033D,Paraglider,,,Y,Y,6
O,110341,Paraglider,,,Y,Y,6
F,110345,HangGlider,Ralf,RTB,Y,Y,6
F,110347,Paraglider,MRU,MRU,Y,Y,6
F,110348,Paraglider,PeFr,PeF,Y,Y,6
F,110349,Paraglider,WREUTER,WRE,Y,Y,6
F,11034D,Paraglider,Gerhard,GB,Y,Y,6
F,110352,Paraglider,Clele,CB,Y,Y,6
F,110353,Paraglider,CH45116,IrB,Y,Y,6
F,11037F,Paraglider,,,Y,Y,6
F,110384,Paraglider,,,Y,Y,6
F,110388,Paraglider,G4Mick2,,Y,Y,6
F,110393,Paraglider,,393,Y,Y,6
F,110397,HangGlider,xmikex,xa3,Y,Y,6
F,1103B6,Parrot Bebop,1103B6,,Y,Y,5
F,1103BC,Paraglider,TM,TOM,Y,Y,6
F,1103C2,Paraglider,,,Y,Y,6
F,1103C6,HangGlider,5185,,Y,Y,6
F,1103CC,Paraglider,LimaVic,LV,Y,Y,6
F,1103CE,Paraglider,Cumeo,,Y,Y,6
F,1103D2,HangGlider,,rbe,Y,Y,6
F,1103D5,HangGlider,shv7777,WiG,Y,Y,6
F,1103D6,HangGlider,D-MDWM,,Y,Y,6
F,1103D9,Paraglider,ECKI,,Y,Y,6
F,1103DE,Paraglider,Gunther,GHa,Y,Y,6
F,1103E2,Paraglider,Epsilon,OlH,Y,Y,6
F,1103E5,Paraglider,32790,RiB,Y,Y,6
F,1103ED,Paraglider,D-MDAR,ND,Y,Y,6
F,1103F0,Paraglider,TLI,tli,Y,Y,6
F,1103F8,,,,Y,N,6
F,1103FA,,,,Y,N,6
O,110406,Paraglider,110406,,Y,Y,6
F,11040B,Paraglider,Carsten,CHo,Y,Y,6
F,110412,Paraglider,Grzesiu,DUC,Y,Y,6
F,110435,Paraglider,Metin,kar,Y,Y,6
F,11043C,Paraglider,Stefan,,Y,Y,6
I,11045F,HangGlider,CM,CM,Y,Y,6
F,110461,Paraglider,DMVWW,,Y,Y,6
F,110464,Paraglider,KLAU,,Y,Y,6
F,11046D,Paraglider,Lewi,,Y,Y,6
F,11046E,Paraglider,,,Y,Y,6
O,11047F,,,,Y,N,6
F,110482,Paraglider,Niklas,lem,Y,Y,6
F,110483,Paraglider,Robin M,ROB,Y,Y,6
F,110487,Paraglider,Engler,CHE,Y,Y,6
F,11048D,Paraglider,MiZe,,Y,Y,6
F,110491,Paraglider,MLOIDL,325,Y,Y,6
F,1104A3,Paraglider,,,Y,Y,6
F,1104A8,,,,Y,N,6
F,1104BD,Paraglider,CH54691,RoC,Y,Y,6
F,1104BE,,,,Y,N,6
F,1104C7,HangGlider,,PD,Y,Y,6
F,1104D3,Paraglider,Raffl M,RAM,Y,Y,6
F,110502,Paraglider,Delta3,STH,Y,Y,6
F,110503,Paraglider,Adi Hun,024,Y,Y,6
F,110509,Paraglider,54158,ANC,Y,Y,6
F,110511,Paraglider,Michael,MPR,Y,Y,6
F,110512,Paraglider,Alamon,ALE,Y,Y,6
F,110519,Paraglider,,ASK,Y,Y,6
F,11051D,Paraglider,51583,,Y,Y,6
F,11051E,Paraglider,2836,,Y,Y,6
F,110520,Paraglider,znq,,Y,Y,6
F,110523,HangGlider,Barbara,,Y,Y,6
F,110527,,,,Y,N,6
F,110528,Paraglider,Michael,MB,Y,Y,6
F,110529,Paraglider,CH56330,,Y,Y,6
F,110534,Paraglider,HBoetes,VEG,Y,Y,6
F,110536,Paraglider,Michel,MB,Y,Y,6
F,110539,Paraglider,ThiloG,ThG,Y,Y,6
F,11053D,Paraglider,NeyerMa,Nem,Y,Y,6
F,110541,HangGlider,CH5724,,Y,Y,6
F,11054B,Paraglider,57411,Phi,Y,Y,6
F,11054C,Paraglider,CH32819,Pde,Y,Y,6
F,110551,,,,Y,N,6
F,110556,Paraglider,Doerges,CDO,Y,Y,6
F,11055F,Paraglider,SIGITAS,FAI,Y,Y,6
F,110575,Paraglider,Langer,RL,Y,Y,6
O,110579,Paraglider,TOMOTTI,,Y,Y,6
F,110584,Paraglider,Sebi,66,Y,Y,6
F,110594,Paraglider,DETE,,Y,Y,6
F,1105A0,Paraglider,Florian,,Y,Y,6
F,1105B0,HangGlider,sebbfly,seb,Y,Y,6
F,1105C8,Paraglider,HB54350,,Y,Y,6
F,1105D4,Paraglider,31479,swd,Y,Y,6
F,1105E2,Paraglider,,,Y,Y,6
F,1105E4,Paraglider,1105E4,Tom,Y,Y,6
F,1105F8,Paraglider,JanPiu,PIJ,Y,Y,6
F,1105F9,Paraglider,SiB,SiB,Y,Y,6
F,1105FA,Paraglider,Paul G,,Y,Y,6
F,1105FB,Paraglider,Hannes,joe,Y,Y,6
F,1105FC,Paraglider,AnR,AnR,Y,Y,6
F,1105FE,Paraglider,Mario,MH,Y,Y,6
F,1105FF,Paraglider,GTStefa,GTS,Y,Y,6
F,110607,Paraglider,,PEZ,Y,Y,6
F,110611,Paraglider,Michi P,MP,Y,Y,6
O,110618,Paraglider,Bladti,123,Y,Y,6
F,11061D,HangGlider,HoHuene,HoH,Y,Y,6
F,110626,Paraglider,,HT,Y,Y,6
F,11062E,Paraglider,,,Y,Y,6
F,110634,Paraglider,,,Y,Y,6
F,110639,,,,N,Y,6
F,11063F,HangGlider,,,Y,Y,6
O,110642,Cirrus Std,OK-6557,MF,Y,Y,1
F,110645,Paraglider,RainerH,HAT,Y,Y,6
F,110650,Paraglider,Tobi,TB,Y,Y,6
F,110652,Paraglider,,,Y,Y,6
F,110653,Paraglider,59239,,Y,Y,6
F,110656,,,,Y,N,6
F,11065F,Paraglider,HansEl,HEL,Y,Y,6
F,110661,HangGlider,Rainer,Rnr,Y,Y,6
F,110668,Paraglider,NajHo,JEH,Y,Y,6
F,11066D,Paraglider,,,Y,Y,6
F,110679,Paraglider,,,Y,Y,6
F,11067B,Paraglider,11067B,,Y,Y,6
F,11067C,Paraglider,424 HP,424,Y,Y,6
F,11069A,Paraglider,41389,24,Y,Y,6
F,1106A0,Paraglider,41227,,Y,Y,6
F,1106A2,Paraglider,B.H.W.,,Y,Y,6
F,1106A5,Paraglider,Daniel,ZIO,Y,Y,6
F,1106A6,Paraglider,Thomas,TL,Y,Y,6
F,1106AB,Paraglider,DETI1,,Y,Y,6
F,1106B3,Paraglider,Todde,T.G,Y,Y,6
F,1106BD,Paraglider,FlyingR,RoG,Y,Y,6
F,1106C2,Paraglider,51334,wip,Y,Y,6
F,1106C6,Paraglider,,,Y,Y,6
F,1106D1,A380,RogerL,,Y,Y,1
F,1106D5,Paraglider,Falkner,FW,Y,Y,6
F,1106E5,Paraglider,Artur,AB,Y,Y,6
F,1106F2,Paraglider,WATCH,WAT,Y,Y,6
F,1106F8,Paraglider,TT,TT,Y,Y,6
F,1106FD,Paraglider,Boom,,Y,Y,6
F,1106FE,Paraglider,GeorgS,G_S,Y,Y,6
F,110700,Paraglider,,,Y,Y,6
F,110701,Paraglider,,SvH,Y,Y,6
F,110702,Paraglider,MafrSt,,Y,Y,6
F,110713,Mistral,41325,,Y,Y,1
F,11071B,Paraglider,OLIVIU,OLI,Y,Y,6
F,110722,Paraglider,Pascal,S.,Y,Y,6
F,110729,Paraglider,ToRo1,TOM,Y,Y,6
F,110732,Paraglider,D-NWOP,WOP,Y,Y,6
F,110733,Balloon,HBQWP,,Y,Y,6
F,110735,Paraglider,WernerZ,WeZ,Y,Y,6
F,110739,Paraglider,oe6543,blm,Y,Y,6
F,110748,Paraglider,OXA3,SW,Y,Y,6
F,110749,Paraglider,Mentor,WIF,Y,Y,6
F,110751,Paraglider,Marcus,,Y,Y,6
F,110752,Paraglider,,,Y,Y,6
F,110753,Paraglider,,,Y,Y,6
F,110755,Paraglider,JoeT,JTR,Y,Y,6
F,110769,Drone/UAV,SUI9965,,Y,Y,5
F,110778,Paraglider,42104,ChB,Y,Y,6
F,110779,Other,,,Y,Y,1
F,11077F,Paraglider,Tille,E3,Y,Y,6
F,110785,Paraglider,OE-6674,674,Y,Y,6
F,110793,Paraglider,GVM,,Y,Y,6
F,1107A5,Paraglider,,,Y,Y,6
F,1107AE,Paraglider,Nico,Nic,Y,Y,6
F,1107B2,Paraglider,50000,MaB,Y,Y,6
F,1107BA,Arcus S,,,Y,Y,1
F,1107C1,Paraglider,FNT1107,UAD,Y,Y,6
F,1107CF,Paraglider,Richard,UlR,Y,Y,6
F,1107D1,Motorglider,D-MIDL,,Y,Y,1
F,1107D2,HangGlider,ThRi,TR,Y,Y,6
F,1107D8,ASH-25 MI,HB 2351,RC,Y,Y,1
F,1107E1,Paraglider,109-1,,Y,Y,6
F,1107E4,Paraglider,Rainu,RFr,Y,Y,6
F,1107EA,Paraglider,54643,MIC,Y,Y,6
F,1107EF,Paraglider,12582,DB,Y,Y,6
F,1107F2,Paraglider,YWA,YWA,Y,Y,6
F,1107F3,Paraglider,Adler,ADL,Y,Y,6
F,1107F4,Paraglider,,,Y,Y,6
F,1107FB,Paraglider,Mathias,ML,Y,Y,6
F,1107FC,Paraglider,,,Y,Y,6
F,1107FE,Paraglider,,,Y,Y,6
F,11080A,Paraglider,HCW,HCW,Y,Y,6
O,11080C,Paraglider,,,Y,Y,6
F,11080F,,,,Y,N,6
F,110810,Paraglider,tbov,,Y,Y,6
F,110823,,,,Y,N,6
F,11082A,Other,Ralf S.,,Y,Y,1
F,11083A,Paraglider,RAFPG01,,Y,Y,6
F,110845,Paraglider,Dietmar,DMM,Y,Y,6
F,11084C,Paraglider,MeyN,Nik,Y,Y,6
F,11084F,Paraglider,RAFPG02,,Y,Y,6
F,110850,Paraglider,C42F,RKO,Y,Y,6
F,110858,Paraglider,Michael,MKO,Y,Y,6
F,11085A,Paraglider,OliC,Oli,Y,Y,6
F,110872,HangGlider,Shue,SH,Y,Y,6
F,110883,Paraglider,harry.m,HaM,Y,Y,6
F,11088D,Paraglider,,Rom,Y,Y,6
F,110894,Paraglider,D-NORG,OLR,Y,Y,6
F,1108A5,Paraglider,28160,Urs,Y,Y,6
F,1108AA,Paraglider,Menni,,Y,Y,6
F,1108AF,HangGlider,CHM,CHM,Y,Y,6
F,1108B5,Paraglider,18714,,Y,Y,6
F,1108B8,Paraglider,Heike H,,Y,Y,6
F,1108B9,Paraglider,1108B9,8B9,Y,Y,6
F,1108BA,Paraglider,,,Y,Y,6
F,1108BB,Paraglider,R-OTT,RO,Y,Y,6
F,1108C1,Paraglider,38715,RoV,Y,Y,6
F,1108D0,Paraglider,Zille,,Y,Y,6
F,1108D4,Paraglider,BeWi,BeW,Y,Y,6
F,1108D9,Paraglider,ThomasR,TR,Y,Y,6
F,1108DF,Paraglider,THEMPK,,Y,Y,6
F,1108E4,Paraglider,Helge F,HFi,Y,Y,6
F,1108EB,Paraglider,PeHe,PeH,Y,Y,6
F,1108F2,Paraglider,Florian,FLO,Y,Y,6
F,1108F6,Paraglider,H.L.,H.L,Y,Y,6
O,1108FB,Paraglider,,,Y,Y,6
O,110901,HangGlider,D-MAUB,UBI,Y,Y,6
F,110907,Paraglider,110907,,Y,Y,6
F,110911,Paraglider,WS7,WS,Y,Y,6
F,110918,Paraglider,Max,AMK,Y,Y,6
F,110930,Paraglider,RuNe,,Y,Y,6
F,11093B,Paraglider,Wini2,WIN,Y,Y,6
F,11093C,Paraglider,Sonja,SLI,Y,Y,6
F,110945,Paraglider,Stoebic,,Y,Y,6
F,110949,Paraglider,Lars,LMX,Y,Y,6
O,110952,Paraglider,PRMZ,,Y,Y,6
F,110957,Paraglider,Aviator,PAV,Y,Y,6
F,11096B,Paraglider,54644,AT,Y,Y,6
F,11099E,Paraglider,Reiner,RWi,Y,Y,6
F,1109A5,Paraglider,ChUr,CU,Y,Y,6
F,1109A6,Paraglider,,,Y,Y,6
F,1109BC,Paraglider,cking,,Y,Y,6
F,1109C1,Paraglider,Ritter,VRI,Y,Y,6
F,1109C9,Paraglider,Thomas,TT,Y,Y,6
F,1109CB,Paraglider,Tobi,TOW,Y,Y,6
F,1109D5,Paraglider,D-NRPK,ION,Y,Y,6
F,1109E5,Paraglider,BART,PTN,Y,Y,6
F,1109FE,Paraglider,Andysie,,Y,Y,6
F,110A04,Paraglider,ABR,,Y,Y,6
F,110A23,Paraglider,54643,MIC,Y,Y,6
F,110A2D,Paraglider,Mito,,Y,Y,6
F,110A30,Paraglider,NW,,Y,Y,6
F,110A35,Paraglider,DO1CBX,CBX,Y,Y,6
F,110A3B,Paraglider,Erika,EJe,Y,Y,6
F,110A54,Paraglider,FFR007,FFR,Y,Y,6
F,110A6F,Paraglider,Thoralf,TH,Y,Y,6
F,110A76,Paraglider,Ruben,RuB,Y,Y,6
F,110A83,Paraglider,,,Y,Y,6
F,110A8C,Paraglider,Adrian,AKS,Y,Y,6
F,110A91,Paraglider,DeB,DET,Y,Y,6
F,110A9C,Paraglider,Nobbi,NoB,Y,Y,6
F,110AAC,Paraglider,Klaus N,KN,Y,Y,6
F,110AAD,Paraglider,Marcus,MK,Y,Y,6
F,110AAF,Paraglider,Ralf,RAS,Y,Y,6
F,110AB9,Paraglider,Ali,Ali,Y,Y,6
F,110AC0,Paraglider,Fetzer,Fet,Y,Y,6
F,110ACB,Paraglider,OliverD,OD,Y,Y,6
F,110ACF,Paraglider,Kai,KaB,Y,Y,6
F,110AD0,Paraglider,Peter,PJe,Y,Y,6
F,110AE1,Paraglider,StefanK,SKU,Y,Y,6
F,110AE4,Paraglider,109-2,,Y,Y,6
F,110AF4,Paraglider,CHB,CHB,Y,Y,6
F,110AF5,Paraglider,19249,Pes,Y,Y,6
F,110AF8,Paraglider,Tobias,,Y,Y,6
F,110AFB,Paraglider,30121,hrd,Y,Y,6
F,110B0D,Paraglider,MaRe,,Y,Y,6
F,110B19,Paraglider,ReneAlt,ReA,Y,Y,6
F,110B22,Paraglider,Dogger,Dog,Y,Y,6
F,110B2E,Paraglider,JOW,JOW,Y,Y,6
F,110B49,Paraglider,JRA,066,Y,Y,6
F,110B4C,Paraglider,Izzet,IAL,Y,Y,6
F,110B51,Paraglider,HZ,ZOZ,Y,Y,6
F,110B52,Paraglider,Andreas,AHI,Y,Y,6
F,110B5C,Paraglider,Hitch,CHS,Y,Y,6
F,110B5D,,,,Y,N,6
F,110B61,Paraglider,Bernd,BS,Y,Y,6
F,110B6E,Paraglider,Fnelli,,Y,Y,6
F,110B73,HangGlider,SebWin,SeW,Y,Y,6
F,110B79,Paraglider,DoRo,RVD,Y,Y,6
F,110B7A,Paraglider,D-MHO,mho,Y,Y,6
F,110B8B,,,,Y,N,6
F,110B93,Paraglider,,,Y,Y,6
F,110B9D,Paraglider,MKrauss,MjK,Y,Y,6
F,110B9E,Paraglider,,Kaj,Y,Y,6
F,110BA8,Paraglider,Alex,ALF,Y,Y,6
F,110BBE,HangGlider,RafaB,RBu,Y,Y,6
F,110BC3,Paraglider,mb1,,Y,Y,6
F,110BC8,Paraglider,LX2RH,RH,Y,Y,6
F,110BD2,Paraglider,D-MGNG,JA,Y,Y,6
F,110BEE,Paraglider,51812,,Y,Y,6
F,110BEF,Paraglider,Ingo,IH,Y,Y,6
F,110BF2,Paraglider,Karsten,KMU,Y,Y,6
F,110BF9,Paraglider,63122,,Y,Y,6
F,110BFD,Paraglider,HM,HM,Y,Y,6
F,110BFF,HangGlider,Franz O,FOB,Y,Y,6
F,110C0D,HangGlider,Chris,803,Y,Y,6
F,110C15,Paraglider,Guenter,gue,Y,Y,6
F,110C1D,Paraglider,43942,PSC,Y,Y,6
F,110C2A,Paraglider,46849,,Y,Y,6
F,110C31,Paraglider,KaPo,KAP,Y,Y,6
F,110C3A,HangGlider,93,,Y,Y,6
F,110C3C,Paraglider,hakanc,hkn,Y,Y,6
F,110C3D,Paraglider,TomKrz,ToK,Y,Y,6
F,110C3E,Paraglider,Stefan,SI,Y,Y,6
F,110C42,Paraglider,D-NMEO,egf,Y,Y,6
F,110C45,Paraglider,Max k,Max,Y,Y,6
